,product_name,sale_price,regular_price,category
1993,jennifer lopez interlocked ... circle link pendant necklace,16.8,24.0,necklace
1994,gold tone resin marquise ... nickel free drop earrings,8.4,14.0,earring
1995,napier crisscross door knocker ... earrings,8.4,14.0,earring
1996,lc lauren conrad nickel free ... simulated crystal pave stud earrings,8.4,12.0,earring
1997,napier star stretch bracelet,16.8,28.0,bracelet
1998,gold tone clear bead tassel ... detail nickel free drop earrings,8.4,14.0,earring
1999,napier two tone milgrain ... marquise stretch bracelet,16.8,28.0,bracelet
2000,dana buchman necklace,16.8,24.0,necklace
2001,rose gold tone simulated ... crystal textured hoop earring set,8.4,14.0,earring
2002,dana buchman swirl bracelet,16.8,24.0,bracelet
2003,lc lauren conrad gold tone red ... simulated crystal teardrop nickel free earrings,8.4,12.0,earring
2004,bead & chain detail linear ... drop earrings,8.4,14.0,earring
2005,lc lauren conrad rose gold ... tone hoop earrings,8.4,12.0,earring
2006,dana buchman necklace,16.8,24.0,necklace
2007,dana buchman multirow chain ... link bracelet,16.8,24.0,bracelet
2008,napier silver tone braided ... hoop earrings,8.4,14.0,earring
2009,napier cubic zirconia ... geometric stud earrings,8.4,14.0,earring
2010,lc lauren conrad nickel free ... flower button stud earrings,8.4,12.0,earring
2011,napier pink flower stud ... earrings,8.4,14.0,earring
2012,simply vera vera wang blue ... statement drop earrings,16.8,28.0,earring
2013,simply vera vera wang layered ... ball & leaf pendant necklace,16.8,28.0,necklace
2014,dana buchman disc multi strand ... bracelet,16.8,24.0,bracelet
2015,1928 angel pendant necklace,16.5,22.0,necklace
2016,1928 porcelain rose openwork ... drop earrings,16.5,22.0,earring
2017,1928 orbital faceted bead ... stretch bracelet,16.5,22.0,bracelet
2018,1928 flower twisted teardrop ... earrings,16.5,22.0,earring
2019,croft & barrow® replacement ... earring backing set,5.4,6.0,earring
2020,post earring backing set,5.4,6.0,earring
2021,pet friends simulated crystal ... paw print disc stud earrings,8.0,16.0,earring
2022,pet friends simulated crystal ... bone drop earrings,8.0,16.0,earring
2023,multi colored bead stretch ... bracelet set,15.6,26.0,bracelet
2024,napier wavy bead multi strand ... station necklace,15.6,26.0,necklace
2025,simply vera vera wang pink ... simulated crystal stretch bracelet,15.6,26.0,bracelet
2026,simply vera vera wang lace ... drop earrings,7.5,,earring
2027,simply vera vera wang jet drop ... earrings,15.6,26.0,earring
2028,simulated crystal coil ... bracelet,15.6,26.0,bracelet
2029,simply vera vera wang gold ... tone statement hoop earrings,15.6,26.0,earring
2030,simply vera vera wang lace ... statement hoop earrings,15.6,26.0,earring
2031,stick bib necklace,15.6,26.0,necklace
2032,gray tassel clear bead detail ... pendant necklace,15.6,26.0,earring
2033,gold & silver tone curved ... casting detail multi strand necklace,15.6,26.0,necklace
2034,simply vera vera wang blue ... stone cuff bracelet,15.6,26.0,bracelet
2035,simply vera vera wang ... simulated crystal flexible cuff bracelet,15.6,26.0,bracelet
2036,multi colored simulated ... crystal stretch bracelet,15.6,26.0,bracelet
2037,simply vera vera wang tri tone ... multi strand simulated crystal chain bracelet,15.6,26.0,bracelet
2038,simply vera vera wang fireball ... & chain multi row bracelet,15.6,26.0,bracelet
2039,simply vera vera wang blue ... simulated crystal hinged bracelet,15.6,26.0,bracelet
2040,napier stretch bracelet,15.6,26.0,bracelet
2041,simply vera vera wang ... simulated crystal multi row bracelet,15.6,26.0,bracelet
2042,simply vera vera wang black ... simulated crystal stretch bracelet,15.6,26.0,bracelet
2043,simply vera vera wang green ... stone layered bracelet,15.6,26.0,bracelet
2044,simulated crystal halo ... necklace & drop earring set,15.6,26.0,earring
2045,simply vera vera wang beaded ... stretch bracelet set,15.6,26.0,bracelet
2046,lc lauren conrad silver tone ... filigree stretch bracelet,15.4,22.0,bracelet
2047,lc lauren conrad simulated ... pearl stretch bracelet,15.4,22.0,earring
2048,lc lauren conrad silver tone ... filigree flowers statement necklace,15.4,22.0,necklace
2049,lc lauren conrad flower fringe ... necklace,15.4,22.0,necklace
2050,lc lauren conrad double-strand ... rainbow pendant necklace,15.4,22.0,necklace
2051,lc lauren conrad gold tone red ... & pink simulated crystal statement necklace,15.4,22.0,necklace
2052,simulated crystal y necklace,15.0,30.0,necklace
2053,1928 bead flower & teardrop y ... necklace,15.0,20.0,earring
2054,rose gold tone layered chain ... link necklace,15.0,30.0,necklace
2055,bead multi strand necklace,15.0,30.0,necklace
2056,1928 round faceted stone ... nickel free halo stud earrings,15.0,20.0,earring
2057,tri tone bar multi strand ... necklace,15.0,30.0,necklace
2058,long chain link necklace,15.0,30.0,necklace
2059,1928 faceted stone teardrop ... earrings,15.0,20.0,earring
2060,1928 porcelain rose openwork ... heart drop earrings,15.0,20.0,earring
2061,downton abbey® flower linear ... drop earrings,15.0,20.0,earring
2062,1928 rose simulated pearl drop ... earrings,15.0,20.0,earring
2063,downton abbey flower stud ... earrings,15.0,20.0,earring
2064,shaky double strand statement ... necklace,15.0,30.0,necklace
2065,1928 cross drop earrings,15.0,20.0,earring
2066,long layered leaf  necklace,15.0,30.0,necklace
2067,dana buchman simulated crystal ... starburst pin,14.99,26.0,pin
2068,dana buchman silver tone ... simulated crystal necklace & stud earring set,14.99,26.0,earring
2069,simply vera vera wang ... simulated crystal feather pin,14.99,26.0,pin
2070,simply vera vera wang black ... moth pin,14.99,26.0,pin
2071,dana buchman purple simulated ... crystal flower pin,14.99,26.0,pin
2072,simply vera vera wang ... simulated crystal bow pin,14.99,26.0,pin
2073,dana buchman crystal stud ... bracelet,14.99,26.0,bracelet
2074,simply vera vera wang black ... cameo pin,14.99,26.0,pin
2075,dana buchman double row bangle ... bracelet,14.99,26.0,bracelet
2076,napier® beaded triple snake ... chain necklace,14.4,24.0,necklace
2077,simply vera vera wang ... simulated pearl cabochon stud earrings,7.2,12.0,earring
2078,adjustable chain necklace ... extender,7.2,8.0,necklace
2079,cubic zirconia necklace ... extender set,7.2,8.0,necklace
2080,napier textured circle pendant ... necklace,14.4,24.0,necklace
2081,hoop earrings,7.2,12.0,earring
2082,napier geometric rectangle ... pendant necklace,14.4,24.0,necklace
2083,hoop earrings,7.2,12.0,earring
2084,openwork oval hoop earrings,7.2,12.0,earring
2085,silver tone bead station ... necklace,14.4,24.0,necklace
2086,hoop earrings,7.2,12.0,earring
2087,hoop earrings,7.2,12.0,earring
2088,napier love knot stud ... earrings,7.2,12.0,earring
2089,gold tone textured disc drop ... earrings,7.2,12.0,earring
2090,silver tone disc & blue ... sodalite drop nickel free earrings,7.2,12.0,earring
2091,napier red flower pendant ... necklace,14.4,24.0,necklace
2092,fringe stretch bracelet,14.4,24.0,bracelet
2093,fringe stretch bracelet,14.4,24.0,bracelet
2094,long simulated pearl necklace ... & stud earring set,14.4,24.0,earring
2095,napier gold tone chain & bead ... detail bracelet set,14.4,24.0,bracelet
2096,small nickel free double hoop ... earrings,7.2,12.0,earring
2097,mudd® two tone ball stud & ... filigree chandelier earring set,7.2,12.0,earring
2098,silver-tone twist oval hoop ... earrings,7.2,12.0,earring
2099,napier gold tone simulated ... stone stretch link bracelet,14.4,24.0,bracelet
2100,simply vera vera wang ... simulated crystal fireball stud earrings,7.2,12.0,earring
2101,napier stretch bracelet,14.4,24.0,bracelet
2102,tri tone hoop drop earrings,7.0,14.0,earring
2103,dana buchman earrings,14.0,20.0,earring
2104,napier cubic zirconia flower ... earrings,14.0,20.0,earring
2105,jennifer lopez stud & hoop ... earring set,14.0,20.0,earring
2106,dana buchman cubic zirconia ... orbital pear drop earrings,14.0,20.0,earring
2107,gold tone simulated stone ... huggie hoop earrings,7.0,14.0,earring
2108,gold tone simulated stone ... marquise stud earrings,7.0,14.0,earring
2109,dana buchman simulated crystal ... fringe drop earrings,14.0,20.0,earring
2110,simulated crystal fireball ... drop earrings,7.0,14.0,earring
2111,"blue bead & silver tone ... ""winter wonderland"" charm bangle bracelet set",13.99,24.0,bracelet
2112,"two tone bead & ""shine bright"" ... charm bangle bracelet set",13.99,24.0,bracelet
2113,1928 nickel free faceted stone ... teardrop earrings,13.5,18.0,earring
2114,1928 filigree kite drop ... earrings,13.5,18.0,earring
2115,1928 purple porcelain rose ... stud earrings,13.5,18.0,earring
2116,1928 crystal cross drop ... earrings,13.5,18.0,earring
2117,1928 bead chandelier earrings,13.5,18.0,earring
2118,1928 bead scroll medallion ... pendant,13.5,18.0,other
2119,1928 porcelain rose key ... necklace,13.5,18.0,necklace
2120,1928 gold tone textured drop ... earrings,13.5,18.0,earring
2121,1928 bead flower necklace,13.5,18.0,necklace
2122,1928 teardrop pendant ... necklace,13.5,18.0,earring
2123,1928 crystal cross pendant ... necklace,13.5,18.0,necklace
2124,silver tone bead & tassel ... charm detail multi row bracelet,13.2,22.0,bracelet
2125,napier multi strand wavy ... teardrop pendant necklace,13.2,22.0,earring
2126,napier silver tone simulated ... crystal stud earring set,13.2,22.0,earring
2127,simply vera vera wang open ... marquise threader earrings,13.2,22.0,earring
2128,simulated pearl station ... necklace & stud earring set,13.2,22.0,earring
2129,napier beveled stretch ... bracelet,13.2,22.0,bracelet
2130,napier cubic zirconia square ... drop earrings,13.2,22.0,earring
2131,"silver tone heart, moon & ... flower nickel free stud earring set",13.2,22.0,earring
2132,"gold tone cactus, elephant, ... star & simulated stone nickel free stud earrings",13.2,22.0,earring
2133,short rhinestone teardrop ... necklace,13.2,22.0,earring
2134,"silver tone heart, rainbow & ... star ring set",13.2,22.0,earring
2135,"silver tone and multi colored ... heart, bow & ""love"" ring set",13.2,22.0,earring
2136,"silver tone taco, heart & ... infinity ring set",13.2,22.0,earring
2137,gold tone & clear bead charm ... stretch bracelet set,13.2,22.0,earring
2138,napier silver tone textured ... bangle bracelet,13.2,22.0,bracelet
2139,gold tone hammered half circle ... pendant necklace,13.2,22.0,necklace
2140,gold tone ring & jasper stone ... pendant necklace,13.2,22.0,necklace
2141,"leaf, elephant & beaded ... stretch bracelet set",13.2,22.0,bracelet
2142,"star, ""moon"" & beaded stretch ... bracelet set",13.2,22.0,bracelet
2143,simply vera vera wang ... simulated crystal linear drop earrings,13.2,22.0,earring
2144,simply vera vera wang ... simulated stone front back earrings,13.2,22.0,earring
2145,"leaf, elephant & beaded ... stretch bracelet set",13.2,22.0,bracelet
2146,pet friends holiday cat & ... stocking pin,13.0,26.0,pin
2147,pet friends cat flower pin,13.0,26.0,pin
2148,pet friends simulated crystal ... bone pendant & stud earring set,13.0,26.0,earring
2149,pet friends holiday dog paw ... print pin,13.0,26.0,pin
2150,pet friends rabbit pin,13.0,26.0,pin
2151,pet friends heart flag paw ... pin,13.0,26.0,earring
2152,pet friends green frog pin,13.0,26.0,pin
2153,textured link cuff bracelet,13.0,26.0,bracelet
2154,pet friends dog walker pin,13.0,26.0,pin
2155,simulated crystal long station ... necklace,13.0,26.0,necklace
2156,beaded coil bracelet,13.0,26.0,bracelet
2157,filigree disc stretch ... bracelet,13.0,26.0,bracelet
2158,tri tone textured bangle ... bracelet set,13.0,26.0,bracelet
2159,disc & textured ring necklace,13.0,26.0,necklace
2160,simulated crystal bangle ... bracelet set,13.0,26.0,bracelet
2161,green simulated crystal ... stretch bracelet set,13.0,26.0,bracelet
2162,lc lauren conrad cubic ... zirconia branch ring,12.6,18.0,ring
2163,lc lauren conrad rainbow stone ... cuff bracelet,12.6,18.0,bracelet
2164,lc lauren conrad silver tone ... filigree cuff bracelet,12.6,18.0,bracelet
2165,dana buchman double hoop ... earrings,12.6,18.0,earring
2166,lc lauren conrad silver tone ... simulated stone stacked ring,12.6,18.0,ring
2167,dana buchman cubic zirconia ... halo stud earrings,12.6,18.0,earring
2168,lc lauren conrad gold tone ... simulated crystal moon ring set,12.6,18.0,ring
2169,lc lauren conrad gold tone ... simulated crystal ring set,12.6,18.0,ring
2170,lc lauren conrad gold tone ... simulated crystal stretch bracelet,12.6,18.0,bracelet
2171,lc lauren conrad enchanted ... simulated crystal stud earring set,12.6,18.0,earring
2172,lc lauren conrad cubic ... zirconia flower burst ring,12.6,18.0,ring
2173,lc lauren conrad geometric ... stud earring set,12.6,18.0,earring
2174,lc lauren conrad two tone ring ... set,12.6,18.0,ring
2175,lc lauren conrad y necklace,12.6,18.0,necklace
2176,dana buchman textured knot ... hoop earrings,12.6,18.0,earring
2177,lc lauren conrad burst cubic ... zirconia pendant necklace,12.6,18.0,necklace
2178,lc lauren conrad geometric ... nickel free stud earring set,12.6,18.0,earring
2179,dana buchman silver tone ... asymmetrical hoop earrings,12.6,18.0,earring
2180,lc lauren conrad textured ... bangle bracelet set,12.6,18.0,bracelet
2181,lc lauren conrad knotted y ... necklace,12.6,18.0,necklace
2182,jennifer lopez textured hoop ... earring set,12.6,18.0,earring
2183,dana buchman gold tone flat ... edge hoop earrings,12.6,18.0,earring
2184,dana buchman silver tone ... textured hoop earrings,12.6,18.0,earring
2185,dana buchman rose gold tone ... cubic zirconia teardrop earrings,12.6,18.0,earring
2186,lc lauren conrad pink nickel ... free heart stud  earring set,12.6,18.0,earring
2187,lc lauren conrad simulated ... crystal layered necklace,12.6,18.0,necklace
2188,lc lauren conrad silver tone ... heart charms y-necklace,12.6,18.0,earring
2189,lc lauren conrad rose gold ... tone rainbow simulated stone moon pendant necklace,12.6,18.0,necklace
2190,lc lauren conrad simulated ... crystal coil bracelet,12.6,18.0,bracelet
2191,dana buchman cubic zirconia ... drop small hoop earrings,12.6,18.0,earring
2192,dana buchman cubic zirconia ... starburst stud earrings,12.6,18.0,earring
2193,jennifer lopez textured oval ... hoop earrings,12.6,18.0,earring
2194,lc lauren conrad cubic ... zirconia cluster flower ring,12.6,18.0,ring
2195,dana buchman circle drop ... clip-on earrings,12.6,18.0,earring
2196,lc lauren conrad leaf long ... station necklace,12.6,18.0,necklace
2197,jennifer lopez rectangular ... stone nickel free drop earrings,12.6,18.0,earring
2198,lc lauren conrad rose gold ... tone bead & charm detail pendant necklace,12.6,18.0,necklace
2199,lc lauren conrad red simulated ... crystal drop earrings,12.6,18.0,earring
2200,lc lauren conrad rainbow ... pendant y-necklace,12.6,18.0,necklace
2201,jennifer lopez hoop earrings,12.6,18.0,earring
2202,lc lauren conrad gold tone red ... simulated crystal multi strand pendant necklace,12.6,18.0,necklace
2203,gold tone hammered double drop ... clip-on earrings,12.6,18.0,earring
2204,jennifer lopez disc kite ... earrings,12.6,18.0,earring
2205,lc lauren conrad gold tone ... charm pendant necklace,12.6,18.0,necklace
2206,lc lauren conrad beaded double ... hoop earrings,12.6,18.0,earring
2207,dana buchman chain oval hoop ... drop post earrings,12.6,18.0,earring
2208,dana buchman purple simulated ... abalone hoop earrings,12.6,18.0,earring
