,product_name,sale_price,regular_price,category
763,multi colored bead holiday ... coil bracelet,7.2,16.0,bracelet
764,simply vera vera wang flower ... nickel free climber earrings,10.8,18.0,earring
765,silver tone simulated pearl & ... simulated crystal flower stud earring set,7.2,12.0,earring
766,snowman nickel free drop ... earrings,5.4,12.0,earring
767,twist triple-hoop earrings,7.2,12.0,earring
768,napier® silver-tone flattened ... hoop earrings,7.2,12.0,earring
769,napier® gold-tone twist hoop ... earrings,7.2,12.0,earring
770,simply vera vera wang blue ... geometric linear drop earrings,10.8,18.0,earring
771,napier® silver-tone engraved ... stud earrings,7.2,12.0,earring
772,rose gold stretch bangle ... bracelet set,10.8,18.0,bracelet
773,napier blue statement ... bracelet,21.6,36.0,bracelet
774,simply vera vera wang filigree ... hoop earrings,10.8,18.0,earring
775,oval hoop earrings,7.2,12.0,earring
776,mudd® long leaf & rosette ... charm necklace,10.8,18.0,necklace
777,napier silver tone textured ... hoop earrings,10.8,18.0,earring
778,napier gold tone multi strand ... pendant necklace,21.6,36.0,necklace
779,hammered concentric circle ... pendant necklace,8.1,18.0,necklace
780,bead long multistrand necklace ... & drop earring set,10.8,24.0,earring
781,simply vera vera wang green ... stone linear earrings,10.8,18.0,earring
782,simply vera vera wang ... simulated stone flower threader earrings,10.8,18.0,earring
783,simply vera vera wang textured ... x hoop earrings,10.8,18.0,earring
784,napier multi colored simulated ... crystal inside out hoop earrings,10.8,18.0,earring
785,napier double circle cubic ... zirconia drop clip-on earrings,10.8,18.0,earring
786,primrose 14k gold over silver ... twist teardrop earrings,16.0,40.0,earring
787,lc lauren conrad openwork disc ... pendant necklace set,12.6,18.0,necklace
788,lc lauren conrad runway ... collection cubic zirconia star & crescent moon open ring,12.6,18.0,ring
789,lc lauren conrad floral vine ... openwork stretch bracelet,12.6,18.0,bracelet
790,lc lauren conrad tri tone ... filigree stretch bracelet,12.6,18.0,bracelet
791,lc lauren conrad textured ring ... set,12.6,18.0,ring
792,lc lauren conrad blue stone ... bracelet set,12.6,18.0,bracelet
793,dana buchman hammered ... interlocked teardrop earrings,12.6,18.0,earring
794,lc lauren conrad bow & round ... stud earring set,12.6,18.0,earring
795,lc lauren conrad cubic ... zirconia triangle tassel pendant necklace,12.6,18.0,necklace
796,lc lauren conrad simulated ... pearl stud earring set,12.6,18.0,earring
797,dana buchman simulated abalone ... button stud clip on earrings,12.6,18.0,earring
798,dana buchman silver tone open ... teardrop earrings,12.6,18.0,earring
799,jingle bell & bead stretch ... bracelet set,6.3,14.0,bracelet
800,lc lauren conrad layered ... necklace,12.6,18.0,necklace
801,lc lauren conrad starburst ... layered choker necklace,12.6,18.0,necklace
802,dana buchman simulated crystal ... drop earrings,12.6,18.0,earring
803,lc lauren conrad simulated ... crystal lariat bracelet,12.6,18.0,bracelet
804,lc lauren conrad turtle ... friendship bracelet set,12.6,18.0,bracelet
805,1928 silver tone simulated ... crystal filigree y necklace,31.5,42.0,necklace
806,dana buchman earrings,12.6,18.0,earring
807,crystal allure bib necklace & ... drop earring set,63.0,105.0,earring
808,1928 rectangle stretch ... bracelet,21.0,28.0,bracelet
809,1928 filigree intertwined ... station necklace,21.0,28.0,necklace
810,"silver tone red, green & ... crystal cubic zirconia nickel free earring & necklace set",8.99,18.0,earring
811,napier textured y necklace,15.6,26.0,necklace
812,simulated pearl station coil ... bracelet,15.6,26.0,earring
813,napier ball stud earrings,4.8,8.0,earring
814,simply vera vera wang two tone ... chain station necklace necklace,15.6,26.0,necklace
815,simply vera vera wang gold ... tone drop earrings,15.6,26.0,earring
816,mudd® pink teardrop statement ... necklace,15.6,26.0,earring
817,silver tone & clear bead multi ... strand necklace,15.6,26.0,earring
818,simply vera vera wang beaded ... stretch bracelet set,15.6,26.0,bracelet
819,lc lauren conrad beaded tassel ... pendant necklace,15.4,22.0,necklace
820,lc lauren conrad teardrop ... tassel necklace,15.4,22.0,earring
821,lc lauren conrad silver tone ... filigree teardrop pendant statement necklace,15.4,22.0,earring
822,simply vera vera wang pink ... simulated crystal bangle bracelet,20.4,34.0,bracelet
823,napier cardinal pin,12.0,20.0,pin
824,rose gold tone simulated stone ... ring set,12.0,20.0,ring
825,primrose 14k gold over silver ... corkscrew drop earrings,12.0,30.0,earring
826,tri tone bar long multi strand ... necklace,15.0,30.0,necklace
827,concentric circle long double ... strand pendant,15.0,30.0,other
828,crystal avenue cup chain ... choker necklace,30.0,50.0,necklace
829,mudd® textured & glittery ... bangle bracelet set,12.0,20.0,bracelet
830,dana buchman simulated crystal ... ornament pin,14.99,26.0,pin
831,dana buchman holiday  bells ... pin,14.99,26.0,pin
832,simply vera vera wang blue ... simulated crystal butterfly pin,14.99,26.0,pin
833,dana buchman simulated crystal ... & pearl nutcracker pin,14.99,26.0,earring
834,simply vera vera wang pink ... simulated crystal halo pin,14.99,26.0,pin
835,lc lauren conrad textured ... nickel free hoop earrings,9.8,14.0,earring
836,lc lauren conrad bow stud ... earrings,8.4,12.0,earring
837,lc lauren conrad hammered x ... ring,9.8,14.0,ring
838,lc lauren conrad cubic ... zirconia tiara ring,9.8,14.0,ring
839,lc lauren conrad square button ... stud nickel free earrings,8.4,12.0,earring
840,simply vera vera wang two tone ... cluster drop earrings,8.4,14.0,earring
841,"lc lauren conrad ""unstoppable"" ... bar bolo bracelet",9.8,14.0,bracelet
842,lc lauren conrad rectangle ... halo nickel free stud earrings,9.8,14.0,earring
843,simply vera vera wang oblong ... octagon endless hoop earrings,8.4,14.0,earring
844,lc lauren conrad butterfly ... adjustable bracelet,8.4,12.0,bracelet
845,lc lauren conrad silver tone ... ball detail & solid ring set,9.8,14.0,ring
846,napier textured disc drop ... earrings,8.4,14.0,earring
847,dana buchman polished marquise ... pendant necklace,19.6,28.0,necklace
848,lc lauren conrad elephant ... adjustable bracelet,8.4,12.0,bracelet
849,lc lauren conrad pave ball ... necklace,9.8,14.0,necklace
850,lc lauren conrad t-rex pendant ... necklace,8.4,12.0,necklace
851,lc lauren conrad textured hoop ... earrings,8.4,12.0,earring
852,lc lauren conrad lightning ... bolt pendant necklace,8.4,12.0,necklace
853,napier silver tone textured ... drop earrings,8.4,14.0,earring
854,dana buchman 3-row pendant ... necklace,19.6,28.0,necklace
855,napier ball drop earrings,8.4,14.0,earring
856,lc lauren conrad red simulated ... crystal stud earrings,8.4,12.0,earring
857,lc lauren conrad silver tone ... filigree ball pendant necklace,9.8,14.0,necklace
858,dana buchman faceted stone ... stretch bracelet,19.6,28.0,bracelet
859,lc lauren conrad rose gold ... tone rainbow simulated stone & cubic zirconia cross pendant necklace,9.8,14.0,necklace
860,lc lauren conrad rose gold ... tone rainbow simulated stone flower motif nickel free stud earrings,8.4,12.0,earring
861,lc lauren conrad hummingbird ... button earrings,8.4,12.0,earring
862,lc lauren conrad rose gold ... tone leaf nickel free drop earrings,8.4,12.0,earring
863,dana buchman abalone stretch ... bracelet,19.6,28.0,bracelet
864,1928 crystal ladder necklace,58.5,78.0,necklace
865,holiday jingle bell necklace,7.2,16.0,necklace
866,napier® two tone bands ... necklace,14.4,24.0,necklace
867,napier® silver tone hoop ... earrings,7.2,12.0,earring
868,napier double strand beaded ... necklace,19.2,32.0,necklace
869,chain necklace extender set,7.2,8.0,necklace
870,napier two tone collar ... necklace,19.2,32.0,necklace
871,napier silver tone bead hoop ... earrings,9.6,16.0,earring
872,napier multi colored bead ... multi strand necklace,19.2,32.0,necklace
873,napier bead & simulated pearl ... tassel y necklace,19.2,32.0,earring
874,napier textured crisscross ... double hoop earrings,9.6,16.0,earring
875,napier cubic zirconia love ... knot stud earrings,7.2,12.0,earring
876,mudd® gold tone simulated ... crystal snake stretch ring,9.6,16.0,ring
877,napier gold tone chain detail ... bracelet,14.4,24.0,bracelet
878,napier two tone doorknocker ... clip-on earrings,9.6,16.0,earring
879,napier cubic zirconia love ... knot stud earrings,7.2,12.0,earring
880,napier green simulated crystal ... teardrop clip on earrings,9.6,16.0,earring
881,"mudd® owl, leaf, vine & twist ... ring set",9.6,16.0,ring
882,mudd® gold tone bead & ... elephant charm woven & stretch bracelet set,9.6,16.0,bracelet
883,napier teardrop earrings,9.6,16.0,earring
884,double strand station necklace ... & drop earring set,14.4,24.0,earring
885,"red & silver bead ""merry ... christmas"" charm stretch bracelet set",14.4,24.0,bracelet
886,1928 ornate locket pendant ... necklace,28.5,38.0,necklace
887,1928 emerald-cut crystal stud ... earrings,28.5,38.0,earring
888,red & green christmas tree ... pin,6.3,14.0,pin
889,silver tone holiday cat pin,6.3,14.0,pin
890,lc lauren conrad filigree ... ring,7.0,10.0,ring
891,pet friends simulated crystal ... paw print hoop earrings,8.0,16.0,earring
892,dana buchman oval tassel ... detail multi strand necklace,28.0,40.0,necklace
893,"purple bead & silver tone ... ""mom"" charm bangle bracelet set",13.99,24.0,bracelet
894,"green bead & two tone ""luck"" ... charm bangle bracelet set",13.99,24.0,bracelet
895,"pink bead & rose gold tone ... ""stand out"" charm bangle bracelet set",13.99,24.0,bracelet
896,"""daughter"" blue bead & rose ... gold tone charm stretch bracelet set",13.99,24.0,bracelet
897,colored rhinestone detail hoop ... earrings,10.99,22.0,earring
898,jennifer lopez hoop earrings,8.5,,earring
899,jennifer lopez glittery hinged ... bangle bracelet,18.2,26.0,bracelet
900,pave snowman drop earrings,5.4,12.0,earring
901,simply vera vera wang hoop ... earrings,10.8,18.0,earring
902,simply vera vera wang ... starburst threader earrings,10.8,18.0,earring
903,simply vera vera wang ... simulated pearl & rondelle hoop earrings,10.8,18.0,earring
904,napier® silver-tone simulated ... pearl & simulated crystal stud earring set,10.8,18.0,earring
905,necklace extender set,10.8,12.0,necklace
906,napier silver tone textured ... double hoop earrings,10.8,18.0,earring
907,hoop earring set,10.8,18.0,earring
908,crisscross wire multi row cuff ... bracelet,10.8,18.0,bracelet
909,pink simulated crystal double ... strand necklace,18.0,30.0,necklace
910,two tone triple hoop earrings,6.0,10.0,earring
911,simply vera vera wang green ... stone necklace,18.0,30.0,necklace
912,rhinestone detail marquise ... drop earrings,9.0,18.0,earring
913,mudd® nickel free simulated ... crystal & simulated pearl stud earring set,10.8,18.0,earring
914,silver tone heart ring,10.8,18.0,earring
915,1928 faceted teardrop ... necklace,18.0,24.0,earring
916,1928 simulated pearl eyeglass ... chain,13.5,18.0,earring
917,simply vera vera wang chain ... linear drop earrings,10.8,18.0,earring
918,napier linear drop earrings,10.8,18.0,earring
919,crystal allure flower teardrop ... earrings,27.0,45.0,earring
920,napier filigree doorknocker ... clip-on earrings,10.8,18.0,earring
921,textured bangle bracelet set,10.8,18.0,bracelet
922,napier two tone milgrain oval ... hoop clip-on earrings,10.8,18.0,earring
923,apt. 9® cubic zirconia round ... stud earring set,8.99,18.0,earring
924,jennifer lopez mesh x ... necklace,26.6,38.0,necklace
925,silver tone hammered detail ... disc stretch bracelet,13.2,22.0,bracelet
926,long hammered triple leaf ... pendant necklace,13.2,22.0,necklace
927,simply vera vera wang pink ... simulated crystal linear drop earrings,13.2,22.0,earring
928,mudd® nickel free geometric ... earring set,13.2,22.0,earring
929,"rose gold tone flower, eiffel ... tower, cat ears, & simulated crystal nickel free stud earring set",13.2,22.0,earring
930,"gold tone & silver tone ... unicorn, heart & simulated stone nickel free stud earring set",13.2,22.0,earring
931,"mudd® owl, skeleton key & leaf ... interchangeable charm necklace set",13.2,22.0,necklace
932,"silver tone dog, heart, star & ... simulated stone ring set",13.2,22.0,earring
933,"cactus, sun & beaded stretch ... bracelet set",13.2,22.0,bracelet
934,downton abbey simulated ... crystal statement necklace,26.25,35.0,necklace
935,1928 cameo drop earrings,10.5,14.0,earring
936,pet friends christmas tree car ... pin,13.0,26.0,pin
937,pet friends simulated crystal ... paw print circle pendant & stud earring set,13.0,26.0,earring
938,pet friends parakeet pin,13.0,26.0,pin
939,pet friends two tone simulated ... crystal dog pin,13.0,26.0,pin
940,pet friends holiday dog paw ... print pin,13.0,26.0,pin
941,lc lauren conrad starfish stud ... earrings,8.4,12.0,earring
942,dana buchman drop earrings,12.6,18.0,earring
943,gold tone red & green ... christmas tree pin,6.3,14.0,pin
944,lc lauren conrad square halo ... stud earrings,8.4,12.0,earring
945,dana buchman double drop ... earrings,12.6,18.0,earring
946,simply vera vera wang bead ... drop earrings,8.4,14.0,earring
947,dana buchman cubic zirconia ... halo stud earrings,12.6,18.0,earring
948,lc lauren conrad cubic ... zirconia nickel free stud earring set,12.6,18.0,earring
949,simply vera vera wang pink ... simulated crystal linear drop earrings,16.8,28.0,earring
950,dana buchman round cubic ... zirconia stud earrings,12.6,18.0,earring
951,napier faceted black crystal ... stretch bracelet,16.8,28.0,bracelet
952,napier® two tone double hoop ... earrings,7.2,12.0,earring
953,multi colored ornament bead ... necklace,7.2,16.0,necklace
954,lc lauren conrad rose gold ... tone textured ring set,12.6,18.0,ring
955,lc lauren conrad multistrand ... bead & curved bar necklace,12.6,18.0,necklace
956,lc lauren conrad curved branch ... necklace,12.6,18.0,necklace
957,silver tone simulated pearl & ... simulated crystal cluster earrings,7.2,12.0,earring
958,lc lauren conrad simulated ... crystal filigree nickel free drop earrings,12.6,18.0,earring
959,napier simulated crystal long ... necklace,16.8,28.0,necklace
960,napier silver tone triple ... teardrop pendant necklace,16.8,28.0,earring
961,simply vera vera wang gray ... stone stud earrings,8.4,14.0,earring
962,simulated stone detail cluster ... chain necklace,16.8,28.0,necklace
963,simulated pearl rondelle drop ... earrings,8.4,14.0,earring
964,gold tone tube hoop earring,8.4,14.0,earring
965,lc lauren conrad long ... mother-of-pearl beaded double strand necklace,12.6,18.0,earring
966,napier stretch bracelet,16.8,28.0,bracelet
967,lc lauren conrad filigree ... butterfly y necklace,12.6,18.0,necklace
968,jennifer lopez rectangular ... drop earrings,12.6,18.0,earring
969,jennifer lopez simulated ... crystal nickel free hoop earrings,12.6,18.0,earring
970,dana buchman cobra chain ... layered necklace,25.2,36.0,necklace
971,apt. 9® nickel free infinity ... hoop earrings,7.2,12.0,earring
972,jennifer lopez button stud ... earrings,8.4,12.0,earring
973,silver tone hoop earring set,8.4,14.0,earring
974,two tone twist rope hoop ... earrings,7.2,12.0,earring
975,lc lauren conrad silver tone ... filigree flower pendant necklace,12.6,18.0,necklace
976,napier black & filigree circle ... necklace,16.8,28.0,necklace
977,lc lauren conrad filigree ... flower statement necklace,12.6,18.0,necklace
978,silver tone simulated crystal ... stretch ring,8.4,14.0,ring
979,lc lauren conrad silver tone ... filigree heart tassel pendant necklace,12.6,18.0,earring
980,lc lauren conrad multicolor ... stud earring set,12.6,18.0,earring
981,lc lauren conrad double strand ... lariat necklace,12.6,18.0,necklace
982,lc lauren conrad multistrand ... penant necklace,12.6,18.0,necklace
983,lc lauren conrad gold tone ... ring pendant necklace,12.6,18.0,necklace
984,apt. 9® glitter teardrop ... earrings,6.3,14.0,earring
985,jennifer lopez glitter inlay ... hoop earrings,16.8,24.0,earring
986,dana buchman tri tone circle ... link long necklace,25.2,36.0,necklace
987,dana buchman twisted oval hoop ... earrings,12.6,18.0,earring
988,dana buchman textured oval ... link statement necklace,25.2,36.0,necklace
989,napier silver tone engraved ... simulated crystal stretch bracelet,16.8,28.0,bracelet
990,mudd® tri-tone bangle bracelet ... set,8.4,14.0,bracelet
991,rose gold nickel free textured ... double drop earrings,8.4,14.0,earring
992,simply vera vera wang red ... simulated crystal long multi strand necklace,25.2,42.0,necklace
993,jennifer lopez simulated ... crystal wrap ring,16.8,24.0,ring
994,lc lauren conrad nickel free ... bunny stud earrings,8.4,12.0,earring
995,jennifer lopez simulated stone ... glitter teardrop earrings,12.6,18.0,earring
996,napier textured silver tone ... stretch bracelet,16.8,28.0,bracelet
997,mudd® silver-tone hoop earring ... set,7.2,12.0,earring
998,simply vera vera wang ... simulated crystal & chain collar necklace,25.2,42.0,necklace
999,mudd® silver-tone heart ... pendant,8.4,14.0,earring
1000,"pet friends ""dog mom"" paw ... print pendant necklace",10.0,20.0,necklace
1001,"pet friends ""cat mom"" paw ... print pendant necklace",10.0,20.0,necklace
1002,glittery stretch bracelet,9.9,22.0,bracelet
1003,1928® gold tone floral ... simulated pearl drop earrings,16.5,22.0,earring
1004,lc lauren conrad runway ... collection cubic zirconia crackle teardrop earrings,9.8,14.0,earring
1005,lc lauren conrad textured x ... cuff bracelet,9.8,14.0,bracelet
1006,lc lauren conrad tri tone ... textured flower bracelet,9.8,14.0,bracelet
1007,lc lauren conrad flower stud ... earrings,9.8,14.0,earring
1008,lc lauren conrad flower nickel ... free button stud earrings,9.8,14.0,earring
1009,lc lauren conrad simulated ... crystal midi wrap ring,9.8,14.0,ring
1010,lc lauren conrad silver tone ... lotus flower necklace,9.8,14.0,necklace
1011,lc lauren conrad gold tone ... simulated crystal adjustable bracelet,9.8,14.0,bracelet
1012,lc lauren conrad blue quartz ... necklace,9.8,14.0,necklace
1013,lc lauren conrad rose gold ... tone heart necklace,9.8,14.0,earring
1014,lc lauren conrad triangle stud ... earring set,7.0,10.0,earring
1015,lc lauren conrad red simulated ... crystal teardrop nickel free stud earrings,7.0,10.0,earring
1016,lc lauren conrad rose gold ... tone simulated stone nickel free threader earrings,9.8,14.0,earring
1017,lc lauren conrad simulated ... pearl & crystal nickel free cluster clip on earrings,9.8,14.0,earring
1018,simulated crystal stud ... earrings,7.0,14.0,earring
1019,lc lauren conrad blue teardrop ... pendant,9.8,14.0,earring
1020,1928 silver tone rose & ... simulated crystal necklace,48.75,65.0,necklace
1021,red sparkle ornament & green ... bow nickel free drop earrings,5.4,12.0,earring
1022,jingle bell & pom pom beaded ... necklace,8.1,18.0,necklace
1023,interchangeable halo stud ... earring set,9.6,16.0,earring
1024,napier stone crystal pin,12.0,20.0,pin
1025,pet friends paw print drop ... earrings,8.0,16.0,earring
1026,napier rope oval hoop ... earrings,9.6,16.0,earring
1027,stud earring set,7.5,,earring
1028,napier simulated crystal ... triple leaf pin,12.0,20.0,pin
1029,napier® polished metallic stud ... earrings,6.0,10.0,earring
1030,napier clip-on textured rope ... double oval drop earrings,9.6,16.0,earring
1031,simply vera vera wang large ... filigree drop earrings,12.0,20.0,earring
1032,simply vera vera wang textured ... hoop earrings,12.0,20.0,earring
1033,simply vera vera wang ... simulated crystal & pearl drop earrings,9.6,16.0,earring
1034,primrose 14k gold over silver ... graduated paddle drop earrings,16.0,40.0,earring
1035,napier blue teardrop earrings,9.6,16.0,earring
1036,1928 silver tone simulated ... crystal drop earrings,24.0,32.0,earring
1037,circle stud earring set,12.0,20.0,earring
1038,napier black bead teardrop ... earrings,9.6,16.0,earring
1039,blue oval halo ring,12.0,20.0,ring
1040,simply vera vera wang black ... hoop earrings,12.0,20.0,earring
1041,1928 faceted stone bib ... necklace,24.0,32.0,necklace
1042,jennifer lopez tassel multi ... row bracelet,23.8,34.0,bracelet
1043,simply vera vera wang ... simulated crystal drop earrings,15.6,26.0,earring
1044,simply vera vera wang beaded ... stretch bracelet set,15.6,26.0,bracelet
1045,simulated crystal choker ... necklace,15.6,26.0,necklace
1046,simulated pearl multi stand ... necklace,15.6,26.0,earring
1047,mudd® tri tone wire flower ... statement necklace,15.6,26.0,necklace
1048,simply vera vera wang black ... simulated stone stretch bracelet,15.6,26.0,bracelet
1049,long shaky bead double strand ... necklace & linear earring set,15.6,26.0,earring
1050,long rhinestone detail multi ... strand necklace,15.6,26.0,necklace
1051,simply vera vera wang ... simulated pearl & crystal flexible cuff bracelet,15.6,26.0,earring
1052,simply vera vera wang jet ... multi-strand bracelet,15.6,26.0,bracelet
1053,long multi strand ball ... necklace,15.6,26.0,necklace
1054,lc lauren conrad flower stud ... earring set,15.4,22.0,earring
1055,lc lauren conrad leaf pendant ... necklace,15.4,22.0,necklace
1056,lc lauren conrad tri tone ... flower & faux pearl earring set,15.4,22.0,earring
1057,lc lauren conrad double strand ... disc necklace,15.4,22.0,necklace
1058,jennifer lopez bar stretch ... ring,15.4,22.0,ring
1059,lc lauren conrad simulated ... crystal filigree stretch bracelet,15.4,22.0,bracelet
1060,lc lauren conrad simulated ... crystal flower & vine necklace,15.4,22.0,necklace
1061,dana buchman purple swarovski ... crystal marquise hoop earrings,15.4,22.0,earring
1062,simply vera vera wang pink ... teardrop statement necklace,22.8,38.0,earring
1063,simply vera vera wang beaded ... link swag necklace,22.8,38.0,necklace
1064,simply vera vera wang jet-tone ... multistrand necklace,22.8,38.0,necklace
1065,simply vera vera wang green ... stone layered necklace,22.8,38.0,necklace
1066,simply vera vera wang blue ... collar necklace,22.8,38.0,necklace
1067,simply vera vera wang ... simulated pearl draped chain necklace,22.8,38.0,earring
1068,simply vera vera wang beaded ... two tone multi strand necklace,22.8,38.0,necklace
1069,croft & barrow® circle ... statement necklace,22.8,38.0,necklace
1070,simply vera vera wang two tone ... draped chain necklace,22.8,38.0,necklace
1071,simply vera vera wang gray ... stone multi-strand necklace,22.8,38.0,necklace
1072,simulated crystal short ... statement necklace,15.0,30.0,necklace
1073,bead multi strand statement ... necklace,15.0,30.0,necklace
1074,1928 faceted stone caged ... teardrop earrings,22.5,30.0,earring
1075,downton abbey filigree ... simulated crystal pin,22.5,30.0,pin
1076,tri tone bar long necklace & ... drop earring set,15.0,30.0,earring
1077,1928 crystal gold-tone ... graduated y necklace,45.0,60.0,necklace
1078,dana buchman dragonfly pin,14.99,26.0,pin
1079,dana buchman wreath pin,14.99,26.0,pin
1080,dana buchman gold tone angel ... pin,14.99,26.0,pin
1081,simply vera vera wang ... simulated pearl & crystal moon pin,14.99,26.0,earring
1082,apt. 9® gold tone cubic ... zirconia round stud earring set,8.99,18.0,earring
1083,multi colored simulated ... crystal nickel free stud earring set,8.99,18.0,earring
1084,lc lauren conrad textured bar ... link multistrand necklace,11.2,16.0,necklace
1085,dana buchman two tone hammered ... disc linear drop earrings,11.2,16.0,earring
1086,lc lauren conrad rainbow ... stacking ring set,11.2,16.0,ring
1087,jennifer lopez marquise ring,11.2,16.0,ring
1088,gold tone hammered disc detail ... collar statement necklace,22.4,32.0,necklace
1089,dana buchman bracelet,22.4,32.0,bracelet
1090,dana buchman purple simulated ... abalone stretch bracelet,22.4,32.0,bracelet
1091,dana buchman teardrop link ... statement necklace,22.4,32.0,earring
1092,dana buchman silver tone ... paneled drop earrings,11.2,16.0,earring
1093,dana buchman gold tone disc ... necklace,22.4,32.0,necklace
1094,dana buchman long link detail ... silver tone & hematite tone necklace,22.4,32.0,necklace
1095,"candy cane, snowflake & ... reindeer stud earring set",6.3,14.0,earring
1096,simulated stone & multi ... colored bead cluster nickel free drop earrings,6.3,14.0,earring
1097,"christmas tree, wreath & star ... nickel free stud & drop earring set",6.3,14.0,earring
1098,simulated crystal long station ... necklace,11.0,22.0,necklace
1099,red simulated crystal ... statement teardrop earrings,10.99,22.0,earring
1100,silver tone rhinestone detail ... hoop earrings,10.99,22.0,earring
1101,simulated crystal statement ... drop earrings,10.99,22.0,earring
1102,simulated crystal & bead chain ... bib necklace,10.8,24.0,necklace
1103,christmas tree nickel free ... drop earrings,5.4,12.0,earring
1104,loop hinged bangle bracelet,10.8,18.0,bracelet
1105,simply vera vera wang silver ... tone thick hoop earrings,10.8,18.0,earring
1106,simply vera vera wang inside ... out hoop earrings,10.8,18.0,earring
1107,hammered circle link necklace,10.8,18.0,necklace
1108,napier flexible multi row ... simulated crystal bracelet,14.4,24.0,bracelet
1109,napier red simulated crystal ... collar necklace,21.6,36.0,necklace
1110,filigree kite earrings,7.2,12.0,earring
1111,hoop earrings,7.2,12.0,earring
1112,simulated crystal stick drop ... earrings,7.2,12.0,earring
1113,napier two tone milgrain ... marquise teardrop earrings,10.8,18.0,earring
1114,silver tone simulated pearl & ... bead long multistrand necklace,14.4,24.0,earring
1115,mudd® leaf pendant necklace,10.8,18.0,necklace
1116,simulated stone detail hoop ... earrings,10.8,18.0,earring
1117,napier textured cuff bracelet,14.4,24.0,bracelet
1118,simply vera vera wang red ... simulated crystal teardrop earrings,10.8,18.0,earring
1119,napier simulated crystal ... twisted drop earrings,10.8,18.0,earring
1120,napier silver tone simulated ... crystal hoop earrings,10.8,18.0,earring
1121,mudd® silver tone flower stud ... earring set,7.2,12.0,earring
1122,napier simulated crystal ... chandelier clip on earrings,10.8,18.0,earring
1123,napier gold tone beaded double ... strand stretch bracelet,14.4,24.0,bracelet
1124,textured teardrop earrings,7.2,12.0,earring
1125,tattoo choker necklace set,10.8,18.0,necklace
1126,lc lauren conrad rose gold ... tone nickel free flower stud earrings,8.4,12.0,earring
1127,lc lauren conrad textured ... triple hoop drop earrings,8.4,12.0,earring
1128,simply vera vera wang bead ... hoop drop earrings,8.4,14.0,earring
1129,simply vera vera wang drop ... earrings,8.4,14.0,earring
1130,lc lauren conrad leaf ring,8.4,12.0,ring
1131,simply vera vera wang ... geometric silver tone drop earrings,8.4,14.0,earring
1132,simply vera vera wang black & ... blue stone nickel free cluster drop earrings,8.4,14.0,earring
1133,lc lauren conrad simulated ... opal oval nickel free stud earrings,8.4,12.0,earring
1134,dana buchman round halo drop ... earrings,14.0,20.0,earring
1135,simply vera vera wang threader ... hoop earrings,8.4,14.0,earring
1136,lc lauren conrad starburst ... nickel free stud earrings,8.4,12.0,earring
1137,simply vera vera wang blue ... rectangular stone nickel free drop earrings,8.4,14.0,earring
1138,lc lauren conrad nickel free ... simulated crystal flower stud earrings,8.4,12.0,earring
1139,dana buchman double oval hoop ... pendant multistrand necklace,21.0,30.0,necklace
1140,napier glass crystal heart ... drop earrings,8.4,14.0,earring
1141,jet hoop earrings,8.4,14.0,earring
1142,napier stud earrings,8.4,14.0,earring
1143,jennifer lopez graduated disc ... bib necklace,21.0,30.0,necklace
1144,jennifer lopez ring,14.0,20.0,ring
1145,hoop earring set,8.4,14.0,earring
1146,napier cubic zirconia star ... button stud earrings,8.4,14.0,earring
1147,dana buchman swirl pendant ... necklace,21.0,30.0,necklace
1148,napier® tiny-knot post ... earrings,6.0,10.0,earring
1149,napier® silver-tone oval ... beaded drop earrings,6.0,10.0,earring
1150,lc lauren conrad moon nickel ... free stud earrings,7.0,10.0,earring
1151,jennifer lopez tri tone ... textured bangle bracelet set,21.0,30.0,bracelet
1152,lc lauren conrad silver tone ... simulated stone filigree button stud nickel free earrings,8.4,12.0,earring
1153,napier simulated crystal drop ... earrings,8.4,14.0,earring
1154,lc lauren conrad simulated ... pearl cluster earrings,8.4,12.0,earring
1155,lc lauren conrad blue nickel ... free cushion drop earrings,8.4,12.0,earring
1156,mudd® silver tone textured ... openwork hoop drop earrings,8.4,14.0,earring
1157,lc lauren conrad gold tone ... hoop earrings,8.4,12.0,earring
1158,simulated crystal cluster drop ... earrings,7.0,14.0,earring
1159,simply vera vera wang gold ... tone simulated crystal hoop earrings,14.0,20.0,earring
1160,crystal avenue bow cuff ... bracelet,42.0,70.0,bracelet
1161,1928 mother-of-pearl beaded ... cross charm bracelet,21.0,28.0,earring
1162,1928 porcelain rose cross ... pendant necklace,21.0,28.0,necklace
1163,1928 mother-of-pearl cross ... pendant necklace,21.0,28.0,earring
1164,1928 flower clip-on stud ... earrings,21.0,28.0,earring
1165,silver tone layered nickel ... free hoop earrings,8.4,14.0,earring
1166,dana buchman cubic zirconia ... button stud clip-on earrings,14.0,20.0,earring
1167,lc lauren conrad flower nickel ... free button stud earrings,8.4,12.0,earring
1168,"red & green bead & ""peace on ... earth"" holiday charm bangle bracelet set",13.99,24.0,earring
1169,"white bead & silver tone ""all ... you need is love"" charm bangle bracelet set",13.99,24.0,bracelet
1170,"purple bead & silver tone ... ""strength"" charm bangle bracelet set",13.99,24.0,bracelet
1171,simply vera vera wang pink ... simulated crystal collar necklace,20.4,34.0,necklace
1172,simply vera vera wang pink ... teardrop collar necklace,20.4,34.0,earring
1173,simply vera vera wang ... simulated pearl & black fireball collar necklace,20.4,34.0,earring
