,product_name,price
18114,tasha 5-row crystal headband,24.0
18115,tasha leopard print turban head wrap,24.0
18116,tasha faux leather head wrap,22.0
18117,messika move diamond hoop earrings,3900.0
18118,messika move pavé diamond pendant necklace,4560.0
18119,messika move diamond bangle,3800.0
18120,messika glam'azone pavé diamond necklace,2740.0
18121,messika glam'azone double pavé diamond ring,6590.0
18122,jane & berry geo embossed belt bag,25.0
18123,anthropologie posie passport cover,24.0
18124,anthropologie posie luggage tag,22.0
18125,anthropologie posie commuter clutch,38.0
18126,messika move pavé diamond bangle,5170.0
18127,nadri baguette cut crystal stud earrings,38.0
18128,nadri mora shard drop earrings,148.0
18129,nadri baguette linear drop earrings,68.0
18130,nadri baguette cut crystal drop earrings,50.0
18131,nadri baguette multi stone pendant necklace,68.0
18132,nadri baguette kite linear drop earrings,110.0
18133,nadri crystal hoop earrings,60.0
18134,nadri baguette bar necklace,58.0
18135,nadri baguette pendant necklace,48.0
18136,nadri spree multi stone cuff bracelet,118.0
18137,nadri spree blue baguette cuff bracelet,228.0
18138,nadri mora pavé huggie hoop earrings,58.0
18139,b-low the belt mini ana python embossed belt,138.0
18140,new friends colony modern western kimono,219.0
18141,casetify floral adhesive card pocket,25.0
18142,casetify floral adhesive card pocket,25.0
18143,casetify floral adhesive card pocket,25.0
18144,casetify watercolor adhesive card pocket,25.0
18145,argento vivo open rope pendant necklace,58.0
18146,stella + ruby statement drop earrings,54.0
18147,baublebar elle beaded tassel drop earrings,44.0
18148,baublebar caraline imitation pearl & crystal drop earrings,42.0
18149,baublebar adonia pavé hoop earrings,42.0
18150,baublebar ophelia drop earrings,42.0
18151,baublebar annya linear drop earrings,48.0
18152,violet ray new york faux shearling weekend bag,69.0
18153,tapper airpod carrying strap,60.0
18154,brahmin medium francine croc embossed & woven leather satchel,465.0
18155,brahmin marianna croc embossed leather tote,415.0
18156,armenta new world pavé diamond circle ring,490.0
18157,armenta old world enamel bangle,790.0
18158,frye melissa metallic leather satchel,388.0
18159,frye melissa metallic leather hobo,388.0
18160,loren hope frontal hoop earrings,198.0
18161,loren hope everly linked drop earrings,98.0
18162,"shinola the birdy leather strap watch, 34mm",525.0
18163,meira t evil eye diamond pendant necklace,585.0
18164,meira t evil eye diamond & sapphire pendant necklace,490.0
18165,meira t sapphire & diamond charm necklace,850.0
18166,meira t evil eye diamond pendant necklace,499.0
18167,meira t diamond pendant & pearl necklace,415.0
18168,meira t emerald & pearl pendant necklace,440.0
18169,meira t ruby & diamond charm necklace,850.0
18170,meira t brushed gold & diamond drop earrings,770.0
18171,diamond start pendant necklace,490.0
18172,meira t opal & diamond pavé stud earrings,715.0
18173,meira t diamond butterfly pendant necklace,420.0
18174,meira t diamond & gold huggie hoop earrings,840.0
18175,meira t diamond & chain fringe threader earrings,850.0
18176,meira t diamond & emerald pendant necklace,600.0
18177,meira t ruby & pearl pendant necklace,440.0
18178,meira t sapphire & pearl pendant necklace,440.0
18179,meira t emerald & diamond charm necklace,850.0
18180,frye diamond stripe oblong scarf,98.0
18181,coach small metallic leather zip around wallet,99.0
18182,coach trail colorblock metallic leather crossbody bag,350.0
18183,coach signature accordion zip around leather wallet,140.0
18184,coach signature parker coated canvas & leather backpack,395.0
18185,coach smooth leather flap wallet,195.0
18186,coach quinn coated canvas dome satchel,375.0
18187,coach refined parker leather backpack,395.0
18188,coach colorblock coated canvas & leather flap wallet,99.0
18189,coach trail signature canvas crossbody bag,295.0
18190,coach charlie metallic leather tote,350.0
18191,chan luu freshwater pearl & semiprecious stone wrap bracelet,216.0
18192,chan luu freshwater pearl necklace,145.0
18193,chan luu freshwater pearl adjustable bracelet,95.0
18194,nadri cubic zirconia meteor necklace,68.0
18195,nadri cross pendant necklace,50.0
18196,nadri rainbow bar chain bracelet,48.0
18197,nadri rainbow bar earrings,38.0
18198,frye frayed edge wool arm warmers,58.0
18199,estella bartlett medium faux leather zip pouch,27.0
18200,sprayground java shark teeth backpack,70.0
18201,jansport super fx ls backpack,65.0
18202,jansport black label superbreak backpack,36.0
18203,panacea beaded tassel drop earrings,24.0
18204,melinda maria hexagon hoop earrings,70.0
18205,melinda maria waterfall bib necklace,285.0
18206,melinda maria rochelle hoop earrings,95.0
18207,jules smith lana crystal drop earrings,55.0
18208,jules smith chain necklace,70.0
18209,jules smith north star cuff,85.0
18210,jules smith harlow crystal earrings,40.0
18211,jules smith serena earrings,55.0
18212,jules smith lolli threader earrings,50.0
18213,frye leather belt bag,158.0
18214,shiraleah alexis faux leather tote,62.0
18215,shiraleah yara hat & mittens set,35.0
18216,shiraleah presley scarf & hat set,46.0
18217,sterling forever linked hoop drop earrings,58.0
18218,gucci feline head stud leather bracelet,335.0
18219,peter grimm wool fedora,40.0
18220,melissa joy manning keshi pearl stud earrings,390.0
18221,melissa joy manning triangle hoop earrings,325.0
18222,melissa joy manning pearl stud earrings,430.0
18223,melissa joy manning 14k gold pearl drop earrings,650.0
18224,simon sebbag double strand river stone necklace,373.0
18225,simon sebbag triple strand river stone necklace,348.0
18226,simon sebbag thick prosecco hoop earrings,125.0
18227,simon sebbag silver leaf agate necklace,223.0
18228,cristabelle graduated linear earrings,49.0
18229,cristabelle rhinestone frontal hoop earrings,34.0
18230,cristabelle cubic zirconia linear earrings,26.0
18231,cristabelle fringe y-necklace,89.0
18232,cristabelle double strand frontal necklace,39.0
18233,cristabelle linear rhinestone earrings,34.0
18234,cristabelle rhinestone half circle earrings,29.0
18235,cristabelle multistrand,59.0
18236,cristabelle rhinestone linear earrings,29.0
18237,zoë chicco diamond y-necklace,595.0
18238,zoë chicco heart with love charm necklace,580.0
18239,zoë chicco diamond bezel ring,495.0
18240,zoë chicco tiny quad diamond stud earrings,395.0
18241,zoë chicco tiny quad diamond ring,295.0
18242,zoë chicco marquis diamond signet ring,1200.0
18243,zoë chicco small diamond circle drop earrings,475.0
18244,zoë chicco yes i can tag pendant necklace,595.0
18245,zoë chicco open circle threader earrings,325.0
18246,zoë chicco diamond halo pendant necklace,1225.0
18247,zoë chicco diamond open circle pendant necklace,550.0
18248,zoë chicco diamond huggie hoop earrings,425.0
18249,zoë chicco diamond rings pendant necklace,650.0
18250,zoë chicco diamond chain drop earrings,495.0
18251,zoë chicco floating diamond long station necklace,1350.0
18252,zoë chicco diamond chain stud earring,250.0
18253,argento vivo tapered cross earrings,32.0
18254,argento vivo tapered horn stud earrings,32.0
18255,argento vivo tapered open circle stud earrings,38.0
18256,serefina ice flower statement earrings,58.0
18257,gas bijoux marly feather drop earrings,280.0
18258,adidas originals rib knit beanie,24.0
18259,adidas originals foundation beanie,22.0
18260,mz wallace sam quilted nylon cosmetics case,55.0
18261,mz wallace mini crosby quilted crossbody bag,265.0
18262,hespera jewelry crystal collar necklace,144.0
18263,hespera jewelry quartz drop hoop earrings,88.0
18264,hespera jewelry crystal pendant necklace,88.0
18265,nadri luminous crystal double diamond earrings,40.0
18266,nadri cubic zirconia kite drop earrings,98.0
18267,nadri fete cubic zirconia drop earrings,58.0
18268,nadri luminous cubic zirconia y-necklace,128.0
18269,nadri luminous bolo bracelet,78.0
18270,nadri fête gradient cubic zirconia hoop earrings,88.0
18271,nadri luminous cubic zirconia station necklace,78.0
18272,nadri luminous cubic zirconia bib necklace,80.0
18273,poppy finch baby pearl trio gold station necklace,385.0
18274,poppy finch confetti pearl gold hoop earrings,690.0
18275,poppy finch confetti pearl gold necklace,385.0
18276,sole society leopard print blanket scarf,39.95
18277,brixton snap cap,34.0
18278,new friends colony black widow kimono,138.0
18279,new friends colony sacred heart beaded kimono,220.0
18280,mokuyobi noodle doodle nylon fanny pack,42.0
18281,ahlem place de l'alma 54mm round sunglasses,470.0
18282,ahlem victoire 47mm aviator sunglasses,470.0
18283,ahlem d'anvers 49mm aviator sunglasses,470.0
18284,ahlem place vauban 52mm cat eye sunglasses,470.0
18285,ahlem madeleine 53mm round sunglasses,470.0
18286,ahlem bastille 49mm aviator sunglasses,470.0
18287,ahlem pont des arts 48mm square sunglasses,395.0
18288,ahlem ménilmontant 53mm cat eye sunglasses,395.0
18289,fila stripe faux fur trim knit beanie,30.0
18290,fila heritage cable knit beanie,25.0
18291,fila heritage satin cap,25.0
18292,fila heritage cotton twill cap,25.0
18293,dean davidson morocco mosaic ring,265.0
18294,uncommon james by kristin cavallari wings stud earrings,52.0
18295,violet ray new york 3-piece cosmetic cases,36.0
18296,emanuel geraldo patent leather touchscreen compatible gloves,34.0
18297,jane & berry quilted puffer backpack,45.0
18298,jocelyn genuine rabbit fur cowl & mitten set,158.0
18299,jocelyn genuine rabbit fur scarf,165.0
18300,kwiat diamond strings long station necklace,4950.0
18301,kwiat diamond strings diamond & sapphire station necklace,2000.0
18302,rossignol yurock faux fur pom cable knit ski beanie,60.0
18303,rossignol amala beanie with faux fur pom,45.0
18304,echo stripe packable straw fedora,39.0
18305,eastpak padded doubl'r® nylon backpack,100.0
18306,eastpak the one goldout canvas crossbody bag,45.0
18307,eastpack orbit sleek'r goldout canvas backpack,55.0
18308,eastpak springer mist canvas belt bag,35.0
18309,eastpak springer goldout canvas belt bag,40.0
18310,loren stewart love you more two-tone diamond charm necklace,795.0
18311,lizzie fortunato saint valentine earrings,195.0
18312,lizzie fortunato mediterranean reflection earrings,300.0
18313,lizzie fortunato piazza freshwater pearl necklace,380.0
18314,lizzie fortunato malta knot pendant necklace,275.0
18315,lizzie fortunato grotto drop earrings,265.0
18316,lizzie fortunato crystal fan earrings,230.0
18317,lizzie fortunato tuscan quartz necklace,320.0
18318,lizzie fortunato heart of gold necklace,300.0
18319,lizzie fortunato discoteca linear drop earrings,230.0
18320,lizzie fortunato masquerade ball earrings,290.0
18321,david & young plaid baker boy hat,29.0
18322,baublebar harmonia pearl layered y-necklace,38.0
18323,chan luu mixed semiprecious stone station necklace,195.0
18324,caraa cirrus backpack,225.0
18325,elizabeth cole tamara linear earrings,197.5
18326,elizabeth cole von ombré linear earrings,168.0
18327,elizabeth cole wyatt chandelier earrings,277.5
18328,elizabeth cole reese drop earrings,192.5
18329,elizabeth cole primrose earrings,182.5
18330,elizabeth cole hannah lee linear earrings,132.5
18331,elizabeth cole kalani drop earrings,98.0
18332,herschel supply co. novel canvas duffel bag,85.0
18333,france luxe long grooved skinny barrette,15.0
18334,france luxe grooved rectangle barrette,15.0
18335,france luxe adela skinny headband,32.0
18336,france luxe frais jaw clip,48.0
18337,france luxe sadie small jaw clip,14.0
18338,france luxe geo rectangle barrette,36.0
18339,france luxe rectangle barrette,30.0
18340,stella + ruby geometric drop earrings,48.0
18341,stella + ruby chiffon statement earrings,42.0
18342,stella + ruby crystal teardrop earrings,52.0
18343,pure aura 2-tier acrylic brush & makeup organizer,25.0
18344,senreve mini maestra leather satchel,775.0
18345,pendleton knit wool muffler,59.5
18346,glance eyewear 57mm wide cat eye sunglasses,19.0
18347,glance eyewear 60mm shield sunglasses,14.0
18348,glance eyewear 50mm flat top cat eye sunglasses,14.0
18349,cara knot metallic pleated headband,28.0
18350,cara crystal double headband,30.0
18351,cara embellished jaw clip,24.0
18352,cara glitter bow barrette,24.0
18353,cara tie knot headband,28.0
18354,cara imitation pearl headband,26.0
18355,natasha geometric drop earrings,32.0
18356,natasha multistrand bib necklace,58.0
18357,natasha floral earrings,32.0
18358,natasha multistrand necklace,48.0
18359,natasha crystal hoop earrings,38.0
18360,all the wire nina adjustable choker,52.0
18361,all the wire cactus earrings,57.0
18362,all the wire virgin mary locket necklace,62.0
18363,all the wire pray for us oval pendant necklace,68.0
18364,all the wire prayer locket necklace,72.0
18365,all the wire bella adjustable choker,62.0
18366,all the wire mama bear necklace,62.0
18367,all the wire miraculous mary lariat necklace,90.0
18368,all the wire dog tag necklace,80.0
18369,'47 nfl scarf,22.0
18370,linda farrow 53mm gold gradient cat eye sunglasses,645.0
18371,john hardy modern chain diamond pavé bracelet,1095.0
18372,mad jewels eleanor lariat necklace,54.0
18373,emanuel geraldo faux fur & plaid scarf,29.0
18374,emanuel geraldo neon buffalo check scarf,38.0
18375,emanuel geraldo reversible plaid scarf,29.0
18376,emanuel geraldo large houndstooth scarf,24.0
18377,rachel comey kip drop earrings,95.0
18378,rachel comey tuck hoop earrings,115.0
18379,rachel comey dismount drop earrings,125.0
18380,faris tag pendant necklace,5.0
18381,faris vinea earrings,3.0
18382,faris vinea freshwater pearl earrings,297.0
18383,canvas jewelry organic hoops necklace,38.0
18384,canvas jewelry geometric drop earrings,25.0
18385,canvas jewelry tortoiseshell bangle,20.0
18386,canvas jewelry multistrand beaded necklace,44.0
18387,canvas jewelry organic hoop drop earrings,20.0
18388,canvas jewelry crystal embellished disc pendant necklace,20.0
18389,canvas jewelry multistrand beaded bracelet,34.0
18390,canvas jewelry beaded bracelet,44.0
18391,canvas jewelry beaded hoop earrings,24.0
18392,canvas jewelry layered necklace,28.0
18393,canvas jewelry double bar necklace,26.0
18394,canvas jewelry beaded bolo bracelet,28.0
18395,canvas jewelry leopard pendant necklace,28.0
18396,canvas jewelry ribbon earrings,25.0
18397,le specs liar liar 57mm polarized cat eye sunglasses,69.0
18398,sole society missa metallic clutch,44.95
18399,sole society ragna mixed media clutch,69.95
18400,sole society urche faux leather crossbody bag,54.95
18401,sole society snake embossed faux leather clutch,54.95
18402,sole society eytal studded circle faux leather crossbody bag,59.95
18403,sole society wool beret,29.95
18404,area stars alix drop earrings,48.0
18405,area stars faustine drop earrings,45.0
18406,area stars giulia statement necklace,58.0
18407,bracha starstruck earrings,40.0
18408,panacea bead & crystal earrings,32.0
18409,panacea pack of 3 drusy stud earrings,44.0
18410,panacea bead & chain drop earrings,32.0
18411,'47 seattle seahawks verona baseball cap,28.0
18412,'47 nfl nor'easter beanie,24.0
18413,mizuki sea of beauty medium pearl hoop earrings,1550.0
18414,"baume & mercier classima leather strap watch, 40mm",1150.0
18415,nadri imitation pearl pendant necklace,48.0
18416,nadri short strand pearl necklace,68.0
18417,nadri long strand pearl necklace,98.0
18418,nadri pearl & pavé bracelet,40.0
18419,mali + lili cassidy vegan leather crossbody camera bag,48.0
18420,moose knuckles moose canuk scarf,118.0
18421,moose knuckles moose flag toque,128.0
18422,jane & berry chain detail quilted belt bag,25.0
18423,lola hats large dad's raffia hat,220.0
18424,herschel supply co. cotton canvas daypack,40.0
18425,faris seed pearl necklace,185.0
18426,mali + lili kimmy faux fur & vegan leather envelope clutch,58.0
18427,mali + lili taylor quilted vegan leather crossbody camera bag,48.0
18428,loren stewart long silver rod earring,48.0
18429,justine clenquet betty layered necklace,97.0
18430,justine clenquet eddie hoop earrings,57.0
18431,justine clenquet marc earrings,92.0
18432,justine clenquet roxan y-necklace,80.0
18433,justine clenquet cooper crystal choker,82.0
18434,justine clenquet roxy crystal & chain choker,75.0
18435,justine clenquet ava earring,40.0
18436,justine clenquet jane earring,40.0
18437,justine clenquet sinead earrings,50.0
18438,justine clenquet lina choker,110.0
18439,justine clenquet jane hoop earrings,57.0
18440,justine clenquet lita earring,45.0
18441,justine clenquet pixie layered necklace,95.0
18442,justine clenquet amy earring,45.0
18443,shashi rose pendant necklace,57.0
18444,shashi gloria imitation pearl & crystal drop earrings,51.0
18445,shashi imitation pearl hoop earrings,51.0
18446,shashi mona hoop earrings,51.0
18447,new friends colony tassel earrings,44.0
18448,echo cascading floral double faced scarf,139.0
18449,collections by joya tilda earrings,99.95
18450,a.p.c. demi lune leather wallet,310.0
18451,diff nova 50mm polarized semi rimless geo sunglasses,85.0
18452,swarovski ginger collar necklace,119.0
18453,gucci gg blind for love pendant necklace,490.0
18454,gucci gg blind for love long mismatch earrings,420.0
18455,gucci gg blind for love bracelet,380.0
18456,levtex set of 2 velvet storage bags,24.99
18457,loren stewart joan of arc pendant necklace,695.0
18458,loren stewart turquoise & diamond helping hand pendant necklace,920.0
18459,loren stewart mini hammock hoop earrings,335.0
18460,loren stewart black onyx stacking ring,361.0
18461,untamed petals by amanda judge lucky crystal & imitation pearl belt (nordstrom exclusive),375.0
18462,untamed petals by amanda judge erickson crystal belt (nordstrom exclusive),350.0
18463,circus by sam edelman 58mm heart round sunglasses,38.0
18464,circus by sam edelman 50mm crystal embellished gradient oval sunglasses,42.0
18465,see by chloé hana large leather wallet,220.0
18466,gucci 60mm mask rectangular sunglasses,1305.0
18467,gucci 61mm metal aviator sunglasses,420.0
18468,gucci 56mm gradient round sunglasses,550.0
18469,gucci 56mm aviator sunglasses,435.0
18470,gucci 53mm round sunglasses,305.0
18471,gucci 58mm gradient sunglasses,550.0
18472,saint laurent 56mm rectangle sunglasses,380.0
18473,serefina double stone pendant necklace,48.0
18474,serefina crystal drop earrings,48.0
18475,frye studded moto calfskin leather belt,128.0
18476,frye leather belt bag,158.0
18477,yoki bags checkered faux leather triangle bag,29.0
18478,yoki bags mesh belt bag,29.0
18479,natasha matte front/back earrings,32.0
18480,natasha crystal & chain fringe necklace,48.0
18481,stella + ruby tassel necklace,48.0
18482,stella + ruby baguette necklace,98.0
18483,stella + ruby braided imitation pearl necklace,58.0
18484,stella + ruby multi strand necklace,54.0
18485,eastpak x raf simons backpack,287.0
18486,diff goldie 56mm cat eye sunglasses,85.0
18487,diff x jessie james decker skye 52mm polarized round sunglasses,85.0
18488,diff goldie 65mm rimless butterfly sunglasses,85.0
18489,diff goldie 65mm oversize cat eye sunglasses,85.0
18490,diff x jessie james decker skye 52mm polarized round sunglasses,85.0
18491,diff sydney 62mm polarized aviator sunglasses,85.0
18492,diff harper 57mm polarized gradient sunglasses,85.0
18493,diff ivy 56mm polarized cat eye sunglasses,85.0
18494,fjällräven kånken wallet,35.0
18495,eastpak padded pakr backpack,60.0
18496,argento vivo enamel cluster threader earrings,40.0
18497,kurt geiger london mini kensington leather shoulder bag,149.0
18498,kurt geiger london large soho rainbow leather shoulder bag,229.0
18499,kurt geiger london kensington quilted leather backpack,249.0
18500,kurt geiger london violet leather tote,229.0
18501,canvas jewelry wire wrapped double bar earrings,20.0
18502,allsaints vincent genuine calf hair shoulder bag,368.0
18503,allsaints voltaire large envelope genuine calf hair clutch,198.0
18504,mackage rox puffer tote,290.0
18505,mackage idra puffer backpack,390.0
18506,stella mccartney medium velvet star shoulder bag,1295.0
18507,cutler and gross 47mm polarized round sunglasses,575.0
18508,cutler and gross 47mm polarized round sunglasses,545.0
18509,cutler and gross 58mm polarized aviator sunglasses,575.0
18510,cutler and gross 48mm polarized round sunglasses,445.0
18511,cutler and gross 44mm polarized round sunglasses,495.0
18512,cutler and gross 53mm polarized round sunglasses,370.0
18513,tasha sparkly head wrap,24.0
18514,tasha wavy velvet crystal headband,26.0
18515,tasha crystal three-row headband,32.0
18516,tasha metallic head wrap,24.0
18517,tasha sequin scrunchie,12.0
18518,tasha sparkly scrunchie,10.0
18519,tasha crystal jaw hair clip,28.0
18520,colors in optics barbarella 50mm sunglasses,165.0
18521,"shinola monster automatic rubber strap watch, 43mm",1250.0
18522,"longines master diamond automatic bracelet watch, 29mm",2400.0
18523,"longines symphonette bracelet watch, 22mm",2275.0
18524,kwiat 0.45ct. tw duet diamond necklace,2650.0
18525,kwiat moonlight diamond ring,3000.0
18526,mz wallace small metro backpack,225.0
18527,mz wallace crosby backpack,365.0
18528,mz wallace micro metro print nylon tote,125.0
18529,sorrelli dew drop crystal earrings,35.0
18530,lele sadoughi gardenia ring,140.0
18531,mishky medium sun earrings,68.0
18532,dean davidson ipanema tubular bangle bracelet,205.0
18533,roberto coin diamond princess pendant necklace,990.0
18534,ugg® shimmer cable knit arm warmers & pom beanie set,98.0
18535,tasha sparkly sequin beanie,30.0
18536,la fiorentina wool blend wrap with genuine fox fur trim,425.0
18537,tasha iridescent cat ear beanie,28.0
18538,tasha studded beanie hat,26.0
18539,tasha sequin pompom beanie,28.0
18540,tasha rainbow crystal embellished beanie,36.0
18541,soia & kyo woven scarf with geometric print,75.0
18542,alexis bittar crystal encrusted abstrast earrings,225.0
18543,oscar de la renta beaded orbits drop earrings,390.0
18544,longchamp amazone convertible crossbody bag,810.0
18545,catseye london watercolor unicorn pouch (nordstrom exclusive color),12.0
18546,catseye london watercolor unicorn cosmetics case (nordstrom exclusive color),20.0
18547,catseye london handbag woman pouch (nordstrom exclusive color),12.0
18548,ef collection butterfly diamond stud earrings,650.0
18549,maui jim jasmine 51mm polarizedplus2® round sunglasses,319.0
18550,lafonn cushion cut halo ring set,255.0
18551,missoma evil eye stud earrings,106.0
18552,ben-amun deco crystal silver necklace,320.0
18553,echo stripe faux fur stole,69.0
18554,malibu skye metallic faux leather satchel,88.0
18555,zoë chicco emerald prong hoop earrings,485.0
18556,adidas originals utility beanie,35.0
18557,"olivia burton signature floral mesh strap watch, 38mm",150.0
18558,melinda maria emily stacked ring,78.0
18559,balmain embossed coin calfskin bag,1450.0
18560,tiffany 59mm polarized metal aviator sunglasses,420.0
18561,diff mommy & me becky 2-pack cat eye sunglasses ($135 value),120.0
18562,mz wallace metro backpack,245.0
18563,le specs 50mm rectangle sunglasses,69.0
18564,armenta old world cushion opal ring,1990.0
18565,jenny bird forme lariat necklace,135.0
18566,lumee selfie & photo stick,40.0
18567,zoë chicco double diamond threader earrings,595.0
18568,zoë chicco double star diamond drop earrings,575.0
18569,poppy finch south sea collar necklace with genuine pearl,950.0
18570,elizabeth and james mack 140mm cat eye shield sunglasses,185.0
18571,zoë chicco itty bitty round disc station necklace,775.0
18572,the bookclub discount off jaunty pisco 56mm reading glasses,40.0
18573,senreve caddy microsuede handbag organizer,195.0
18574,calvin klein 205w39nyc x andy warhol foundation sandra brant calfskin leather bucket bag,2090.0
18575,faris estra earrings,284.0
18576,proenza schouler hava studded leather shoulder bag,1995.0
18577,messika baby pavé move two-strand diamond bracelet,4020.0
18578,tiffany & co. 56mm gradient cat eye sunglasses,350.0
18579,gas bijoux aurore beaded teardrop earrings,173.0
18580,eric javits corfu packable squishee® straw hat (nordstrom exclusive),295.0
18581,marco bicego lunaria mother of pearl long strand necklace,6500.0
18582,jules smith pavé necklace,55.0
18583,proenza schouler extra large leather tote,990.0
18584,freida rothman cross line bracelet,185.0
18585,poppy finch pearl stud earrings,250.0
18586,ippolita onda linear earrings,325.0
18587,john hardy classic chain bracelet,750.0
18588,iconery x stone fox crescent diamond & stone ring,850.0
18589,iconery x rashida jones square bangle,460.0
18590,zoë chicco pavé diamond heart stud earrings,268.0
18591,ray-ban 53mm gradient round sunglasses,168.0
18592,faris big dip ring,458.0
18593,freida rothman industrial finish pavé hoop earrings,185.0
18594,"hamilton american classic automatic leather strap watch, 42mm",995.0
18595,ef collection diamond bar stud earrings,595.0
18596,zoë chicco diamond small frontal hoop earrings,430.0
18597,john hardy classic chain drop earrings,395.0
18598,john hardy classic chain medium hoop earrings,395.0
18599,ben amun deco brooch,345.0
18600,nina crystal chevron chandelier earrings,40.0
18601,raina queen scorpion leather belt,195.0
18602,raina pina leather belt,135.0
18603,lana jewelry short bar station necklace,595.0
18604,michele 16mm leather wrap watch strap,100.0
18605,nashelle octagon hoop earrings,40.0
18606,lana jewelry bond teardrop hoop earrings,795.0
18607,temple st. clair moonface rock crystal & diamond pendant,950.0
18608,temple st. clair classic diamond & rock crystal amulet,2300.0
18609,victorinox swiss army® spectra 2.0 hard sided rolling 22-inch carry-on,389.99
18610,zoë chicco diamond cluster hoop earrings,495.0
18611,armenta new world set of three stacking rings,390.0
18612,melissa joy manning topaz hug hoop earrings,290.0
18613,mizuki pearl & diamond drop earrings,850.0
18614,"shinola canfield leather strap watch, 32mm",700.0
18615,linda farrow 51mm retro 24 karat gold trim sunglasses,645.0
18616,kismet by milka 'protect me' evil eye single stud earring,605.0
18617,john hardy 'classic chain' small saddle ring,495.0
18618,corinne mccormack 'annie' 46mm reading glasses,68.0
18619,lafonn simulated diamond pendant necklace,87.5
18620,john hardy 'naga - lava' dragon & pearl drop earrings,595.0
18621,moon and lola 'annabel' large oval personalized monogram bracelet (nordstrom exclusive),88.0
18622,mikimoto 'morning dew' black south sea cultured pearl & diamond pendant necklace,3150.0
18623,kwiat diamond & sapphire stackable ring,1400.0
18624,mikimoto 'pearls in motion' black south sea cultured pearl & diamond necklace,2600.0
18625,mikimoto 'legacy collection' akoya cultured pearl & diamond pendant necklace,5300.0
18626,mikimoto 'legacy collection' akoya cultured pearl & diamond earrings,4200.0
18627,roberto coin 'tiny treasures' baby horseshoe pendant,980.0
18628,kwiat 'jasmine' floral white gold & diamond ring,4050.0
18629,alexis bittar folded knot clip drop earrings,195.0
18630,ela rae sylvie semiprecious stone bracelet,68.0
18631,nakamol design three-stone ear crawlers,58.0
18632,jemma sands newport semiprecious stone teardrop earrings,115.0
18633,ippolita rock candy small drop earrings,5.0
18634,carrera eyewear 51mm retro sunglasses,159.0
18635,john hardy 'classic chain' woven leather bracelet,250.0
18636,freida rothman color theory round pendant necklace,195.0
18637,persol 58mm polarized square sunglasses,280.0
18638,oscar de la renta x morgenthal frederics twist 55mm gradient cat eye sunglasses,495.0
18639,congés optimism & luck aventurine initial barrel initial necklace,750.0
18640,congés courage & vitality carnelian initial barrel pendant necklace,750.0
18641,smith eclipse 58mm chromapop™ polarized sunglasses,169.0
18642,jennifer zeuner lily necklace,143.0
18643,john hardy modern chain diamond pavé ring,995.0
18644,ellie vail morgan set of 3 rings,75.0
18645,jemma sands amalfi stone drop earrings,225.0
18646,lovestrength basic suede belt,100.0
18647,ten79la fringe tassel suede crossbody bag,100.0
18648,alexis bittar halo signet ring,195.0
18649,bric's life collection 18-inch duffel bag,465.0
18650,web 50mm aviator sunglasses,185.0
18651,smith outlier 2xl 59mm polarized sunglasses,169.0
18652,smith outlier 2 57mm chromapop™ square sunglasses,169.0
18653,longchamp 56mm round sunglasses,136.0
18654,elise m. hunter twisted leather hip belt,63.0
18655,"nixon the sentry leather strap watch, 42mm",150.0
18656,brightside oxford 49mm sunglasses,75.0
18657,stella valle do what makes your soul happy cuff,49.0
18658,briggs & riley brx explore wheeled cabin bag,309.0
18659,"original grain alterra chronograph bracelet watch, 44mm",399.0
18660,oakley turbine h2o 65mm polarized sunglasses,203.0
18661,victorinox swiss army® avolve 3.0 27-inch wheeled packing case,223.99
18662,robert zur rina leather tote,585.0
18663,american needle washed cotton baseball cap,24.0
18664,raina 'freedom' belt,240.0
18665,"fossil 'jacqueline' crystal bezel bracelet watch, 36mm",135.0
18666,john hardy 'naga lava' dragon head bracelet,995.0
18667,lack of color carlo mack wool & leather fedora,89.0
18668,lele sadoughi marquis front hoop earrings,125.0
18669,lele sadoughi broadway bangle,68.0
18670,lele sadoughi encore fringe earrings,188.0
18671,helen kaminski loto woven raffia hobo,260.0
18672,rachel comey camille disc earrings,95.0
18673,nakamol design drop earrings,52.0
18674,lele sadoughi sandbar ring,125.0
18675,nadri crystal open circle drop earrings,68.0
18676,john hardy dot hammered saddle ring,495.0
18677,dana rebecca designs sadie diamond pendant necklace,440.0
18678,corinne mccormack abby 50mm reading glasses,68.0
18679,briggs & riley transcend vx large expandable 29-inch spinner suitcase,579.0
18680,bonnie clyde rose 53mm retro sunglasses,64.0
18681,john hardy bamboo set of three bangles,495.0
18682,robert zur nola woven leather crossbody,350.0
18683,valley belgrade 48mm cat eye sunglasses,199.99
18684,kangol cloche hat,70.0
18685,sorrelli crystal coterie stud earrings,40.0
18686,sethi couture dunes diamond stacking band ring,1265.0
18687,american needle heathered tech hat,32.0
18688,moon and lola 'vineyard' personalized monogram ring,68.0
18689,moon and lola 'vineyard' personalized monogram oval pendant necklace,108.0
18690,moon and lola 'vineyard' personalized monogram pendant necklace,108.0
18691,"braun classic leather strap watch, 38mm",200.0
18692,"versace medusa stud icon leather strap watch, 28mm",1295.0
18693,ef colllection rainbow pendant necklace,450.0
18694,ef collection diamond chain link ring,875.0
18695,"calvin klein classic too bracelet watch, 32mm",199.0
18696,polaroid 51mm polarized round sunglasses,65.0
